name,author,date,stars,title,helpful_yes,helpful_no,text;;;
"Salted Caramel Core,D1026,2019-05-23,5,Best Flavor Ever,0,1,""I tried this for the first time last week, and now I'm hooked. The ice cream alone is great, and the caramel core is amazing!""";;;
"Salted Caramel Core,ag13,2020-06-27,5,My favorite flavor!,0,0,""My mom and I always get this one every time we go to the store. There's a lot of caramel, but it doesn't overpower you.""";;;
Salted Caramel Core,Kinger87,2019-01-01,1,More Like 1/2 Core!,0,1,Caramel “core” completely ended less than half way through. What a joke! Apparently no quality control being done.;;;
Salted Caramel Core,britni,2018-04-02,5,AMAZING,0,1,This is the best ice cream ever. I am a fan. 10 out 10. Everyone should get it. Please let me sponsor this flavor.;;;
"Salted Caramel Core,Megcrum,2020-05-11,5,Favorite one!!,0,0,""I try new flavors, but always get this one too. It is the best flavor in my opinion. The caramel is delicious!!!""";;;
"Salted Caramel Core,Possible,2020-07-26,5,""Best of the """"Core"""" line!"",0,0,""I am giving it a full 5 because it is the best of this line. That said, I do wish there was more brownie bits!""";;;
Salted Caramel Core,Jackie0783,2018-10-01,5,My Favorite!,0,1,This is my absolute favorite flavor.. please don’t ever take this away! I love the caramel core. The best!!!;;;
"Salted Caramel Core,GEN21280,2018-06-13,5,BEST ICE CREAM EVER,0,1,""BEST ICE CREAM , IT IS DEFINITELY MY FAVORITE. ONLY THING THAT WOULD MAKE IT PERFECT WAS DOUBLE THE CARAMEL.""";;;
Salted Caramel Core,Jaee,2018-01-16,1,Where are the brownies?,0,1,I bought this yesterday after some convincing and I'm disappointed I had maybe 4 brownie chunks in mine :(;;;
Salted Caramel Core,Yessss,2017-07-11,5,Mmmmmm...,0,1,I love the sweet and salt combination! Need more quart containers in you inventory besides Cherry Garcia!;;;
Salted Caramel Core,qawsedrftgyh,2018-02-06,5,the blondie and the center,0,1,It has a delicious flavor and It is so creamy and good The only word I can think of to describe it is YUM;;;
Salted Caramel Core,Ecrocker14,2019-02-26,5,This one is my favorite!,0,1,If you love salted caramel this is the way to go! And I love the blonde brownie bits in the ice cream;;;
Salted Caramel Core,Casey,2017-05-18,4,Perfect except for lack of core,0,1,I thought the core would go all the way through. It was only about an inch deep. Delicious otherwise.;;;
"Salted Caramel Core,Eovo5,2017-12-14,5,Amazing,0,1,""I've had this multiple times at our school store, and it's delicious. I could eat everyday, honestly.""";;;
Salted Caramel Core,Emilejoi,2017-11-22,5,Mmm,0,1,Got this as a surprise and loved it! The salted Carmel core with the blondies was my favorite part;;;
Salted Caramel Core,Angie63,2019-01-07,5,The best ice cream ever!,0,1,My husband and I had this on our vacation in Myrtle Beach a couple of days ago and it was awesome!;;;
Salted Caramel Core,Mfinn1,2020-02-20,5,It is so good omlll,0,0,This is one of my top three favorite Ben and Jerry’s flavor and definitely my favorite core flavor;;;
Salted Caramel Core,Brittanyj,2017-04-24,3,Ok,0,1,The flavor and idea is amazing but it wasn't enough brownies for me won't plan on buying again;;;
Salted Caramel Core,Bridgespo99997,2017-11-05,2,Not good.,0,1,The pieces in the ice cream are very dry and crusty. Not good. The core is pretty good tho!;;;
"Salted Caramel Core,Jewelljet,2020-06-09,5,It hits,0,0,""This flavor was exceptional imo, the salty caramel in the center was generous and so good!""";;;
"Salted Caramel Core,KSU2221,2020-06-19,5,""Extra creamy, perfect amount of caramel"",0,0,""Extra creamy, perfect amount of caramel, not too sweet. This one is my absolute favorite.""";;;
Salted Caramel Core,AmandaB57,2018-08-16,5,SO. MUCH. CARAMEL!,0,1,Love all the caramel down the middle of the pint! Great flavor without being too rich.;;;
Salted Caramel Core,MondayMadness,2020-06-16,5,Caramel Lover,0,0,Love everything about this caramel core!!! I am a caramel lover and this hits the spot;;;
Salted Caramel Core,tammy99,2019-09-12,5,Awesome mixture of flavors!,0,1,This is one of my top 3 favorites!!!!! Love the blonde brownie with caramel!!!!!!!!;;;
Salted Caramel Core,Jake349,2018-07-15,2,Core doesn't go down to bottom,0,1,Core doesn't go down to bottom and isn't in the center also caramel is too salty;;;
"Salted Caramel Core,molita,2020-07-22,5,DELICIOUS!,0,0,""OMG, I have tried this by mistake & it is now my fave!!!!!!!!!!!!!!!!!!!!!!!!!!""";;;
Salted Caramel Core,destertcritict11,2020-01-16,5,AMAZING,0,0,MY NEW FAVORITE FLAVOR. this was the most amazing ice cream i have ever tasted!;;;
Salted Caramel Core,Queenratlady,2019-10-24,5,My absolute favorite!!!!!,0,0,The most perfect caramel ice cream flavor on the market. I’m forever obsessed!;;;
Salted Caramel Core,AmiHP,2017-10-22,5,My new favorite!,0,1,Just the right blend of salty and sweet with silky smooth vanilla ice cream!;;;
Salted Caramel Core,MsJohnson225,2020-07-19,5,OMG!!!!,0,0,This was my first time trying this brand and I am in love with this flavor!;;;
"Salted Caramel Core,magz,2020-08-03,1,Lacking Flavor,0,0,""Caramel was lacking, brownies had no flavor, mostly vanilla ice cream only""";;;
Salted Caramel Core,Rippy 59,2019-12-21,2,Taste,0,0,I thought the Carmel tasted burnt. There wasn’t enough other flavor.;;;
Salted Caramel Core,James732,2020-08-25,5,My favorite flavor,0,0,I’ve been obsessed with this flavor for Months . It’s amazing;;;
Salted Caramel Core,TheDark7070,2019-02-02,2,I love it but,0,1,I can't find it in Houston anywhere for the last 6 months;;;
Salted Caramel Core,MamaTried420,2017-08-04,5,Caramel dreams!,0,1,The gooey caramel makes this pint my personal favorite!;;;
Salted Caramel Core,Lele,2017-07-28,5,Tasty!,0,0,Addictive!!! Love this flavor! True Caramel fans only!;;;
"Salted Caramel Core,Jaessee,2018-07-15,5,Anyone who says it’s bad is a liar.,0,1,""It’s amazing, the best ice cream possibly of all time.""";;;
Salted Caramel Core,Mommie,2017-11-17,5,Decadent,0,1,Can’t get enough! Best ice cream I have ever tasted❤️;;;
Salted Caramel Core,Jacque,2018-04-23,5,The Best!,0,1,My favorite ice cream of all time! I’m in love! Truly!;;;
Salted Caramel Core,Lmurphy,2020-06-27,5,Amazing,0,0,This ice cream is amazing. My whole family is obsessed;;;
Salted Caramel Core,brendhaw,2018-03-19,5,Perfect,0,1,THE BEST ICE CREAM EVER!;;;
Salted Caramel Core,plang,2019-02-26,5,my current favorite flavor,0,1,I will buy amost anything with salted caramel in it;;;
Salted Caramel Core,Jjamie,2019-08-12,5,Delicious flavor,0,1,Amazing smooth caramel .... great job on this one!;;;
Salted Caramel Core,Daveusaf77,2019-06-19,5,Good stuff,0,1,My all time favorite I go out of my way to find it;;;
"Netflix & Chill'd,ChrisColby,2020-03-01,5,""So simple, yet so effective."",11,0,""Ben and Jerry's took the peanut butter/chocolate flavor and knocked it out the park yet again. The peanut butter ice cream is great as always, but combined with the pretzel swirls, the flavor is heightened to an amazing degree. A nice little crunch to the pretzels as well for texture. The brownies aren't quite as good as in other flavors but definitely plentiful and still tasty. Put em all together and you get a salty/sweet peanut butter and chocolate combination that just works. A great flavor.""";;;
"Netflix & Chill'd,wormmoons,2020-03-31,5,THIS IS THE BEST ICE CREAM IVE EVER HAD,12,1,""The actual peanut butter ice cream is amazing, the brownie chunks taste like they were just cooked. The pretzel bits are the most amazing thing I have eaten, they are not too salty. They are not crunchy or too soft, evert time I get a bite with the pretzel in it I have to just stop and savor it. So far I have only found these at Target I have shared about eight pints in a couple weeks with my husband. Honestly it's the best ice cream I've ever had. Hard, soft, homemade, vegan or non, it's the best.""";;;
Netflix & Chill'd,Greenarroweric,2020-04-30,5,Awesome Flavor,3,0,I will start by saying that I'm not a peanut butter flavored ice cream fan(I'm an urban bourbon addict)the only reason I tried this flavor was I couldn't find my flavor. Boy did this flavor SURPRISE me. It's a must try.;;;
Netflix & Chill'd,KirstenBuckeye,2020-07-13,5,Sweet and Salty Perfection,2,0,My top two favorites of all time are Tonight Dough and Chubby Hubby (tied for first place) and a close second place is Netflix & Chill’d! The brownie pieces were HUGE and the salty sweet combo was just perfection.;;;
"Netflix & Chill'd,Naughtytink,2020-02-17,5,Perfect ice cream!,9,0,""This is EVERYTHING I want in ice cream! Peanut butter, sweet, salty & just enough chocolate. I hope it becomes a regular flavor.""";;;
Netflix & Chill'd,ambitious07,2020-02-05,5,Amazing,8,1,I am in love with this flavor. I'm a big pb fan and it is very prominent.;;;
"Netflix & Chill'd,Netflixchilledlover,2020-04-03,5,An ALL TIME Favorite!!!!!!,3,0,""This is just simply amazing. I am not one for ice cream but this has changed my perspective, so many perfect flavors wrapped into one. Sweet yet salty, enough toppings in every bite. WOW! I look forward to this every night!""";;;
"Netflix & Chill'd,AFerg,2020-06-17,2,Way too salty,2,0,""The peanut butter flavor is good and the ice cream is creamy, but the balance of salty to sweet is way off. This tastes like peanut butter ice cream with pure salt swirled through it. The brownies are soft but flavorless, so they do nothing to help balance the flavors. I normally love salty sweet combinations, but this missed the mark.""";;;
"Netflix & Chill'd,,2020-08-28,5,All the best flavors in one,0,0,""The peanut butter, the brownies and the pretzels all together!! So good, perfect amount of sweet and salty. I need more!!!!!""";;;
"Netflix & Chill'd,Grover15,2020-08-13,5,Delicious!,2,0,""This flavor was AMAZING. I would not change anything about it! I never thought I would find anything better than Half Baked and Tonight Dough, but this flavor definitely made it up there with them.""";;;
Netflix & Chill'd,Icecreamdream17,2020-07-03,2,Underwheming,2,0,I was really disappointed in this one. Flavors were blah. The peanut butter icecream tasted more like vanilla and hardly any pretzel flavor. Chubby Hubby is a much better choice with similar concept;;;
"Netflix & Chill'd,HBunny,2020-04-21,3,Unique treat,2,0,""Salty and sweet, but could use more brownie chunks and pretzel swirls to achieve sheer perfection! The concept is there but my pint had paltry mix-ins.""";;;
"Netflix & Chill'd,Rexx,2020-03-06,5,The taste of happiness,2,0,""Honestly the best ice cream I have ever had. I was expecting good, but this is a game changer. B&J ya'll never let me down!""";;;
Netflix & Chill'd,Twizzle,2020-03-31,5,Reminds me of my fave Candy Bar Pie!,2,0,I've be consistently buying this wherever I can! Please don't get rid of this!;;;
Netflix & Chill'd,Jorie,2020-05-17,5,I love this,2,0,Please don’t take this away from me. It is the perfect ice cream.;;;
Netflix & Chill'd,Jroman312,2020-01-19,5,Great taste and worth every penny,11,12,Best Ice Cream ever been buying and loving Ben & Jerry's Ice cream since 2013 thanks keep up the good work;;;
"Netflix & Chill'd,Kitchen82,2020-05-14,5,Best flavor ever ( please make permanent ),0,0,""The first time I tried this I was in love, it's the perfect peanut butter flavor with the perfect amount of sweet and salty, it's amazing & the chocolate brownies add just the right amount of chocolate. I've bought probably 16 pints so far, maybe more. I'm in love!! I look forward to my treat at night and I dont know what I'd do without this flavor. Please please please #Ben&Jerry's dont ever take this one away, Netflix & chill'd needs to become a permanent option. I'll be so sad if y'all stop making this one.""";;;
"Netflix & Chill'd,Mokarran,2020-02-23,4,Pretty good!,2,1,""Great pb flavor! Love the salty pretzel swirl! But the brownie pieces were too big and chewy, like a dog eating pb. I think I’d prefer it with a fudge swirl and larger pretzel pieces. Will try it again, maybe it will have smaller brownie chunks. Peanut Butter World is still my favorite.""";;;
"Netflix & Chill'd,Carmalina,2020-09-11,5,New Favorite for Ice Cream Addict,0,0,""I bought a pint of this when it first came out and I ate the whole thing in one sitting. And another the next day. And another the next... this is my FAVORITE flavor, even better than any I've had from any specialty ice cream parlor. It's the epitome of sweet and salty. The pretzels are almost more like sprinkles of salt with a bit of texture, the fudge brownie is dark and rich enough to break up any monotony. I don't want this to ever go away (even if it's responsible for 90% of my quarentine weight gain) :P""";;;
Netflix & Chill'd,Kkcott,2020-03-31,4,Needs more brownie,4,3,I got the chocolate fudge brownie and yes there is a great amount of brownie but I think the ice cream to brownie ratio should be more brownie less ice cream!;;;
Netflix & Chill'd,Lexa,2020-04-08,5,Bomb Bomb BOMB dot com,1,0,B&J did it again. The creamy smooth texture of the peanut ice cream contrasted with the swirl of salty pretzel goodness engaged with nice healthy chunks of brownies. Perfect combination of flavor and texture. Thank you B&J for making another wonderful creation. You guys rock!;;;
Netflix & Chill'd,gabby606,2020-05-31,5,Simply amazing,1,0,I finally got around to trying this flavor and I’m so glad that I did! I’ve been buying Ben & Jerry’s for the past 15+ years and this is one of the best flavors I’ve ever had. The flavor of the peanut butter ice cream itself is incredible. I’m thoroughly impressed.;;;
"Netflix & Chill'd,Tcrave,2020-03-29,3,Way too salty,4,4,""Honestly I think maybe I just got a bad one from the grocery store. The flavors were good but it was just SOOOO salty. I will probably try it again though, hopefully it was just a goofed pint""";;;
"Netflix & Chill'd,mc12345,2020-06-23,1,""Too salty, not sweet"",3,3,""This was the worst ice cream I’ve ever had. Peanut butter flavor mixed with pretzel is way too salty. There is almost no brownie, and the brownie pieces have no flavor. This would have been better if it was chocolate ice cream or chocolate fudge mixed in.""";;;
"Netflix & Chill'd,AnabolicAlbert,2020-06-17,4,Sweet N Salty,1,0,""Peanut flavor is exceptionally bold and delicious, however the saltiness is oddly mixed in, I’ve had bites of mild salty pretzel and really really salty bites. Could do a little better in that regard.""";;;
Netflix & Chill'd,Marise,2020-04-29,5,My Favorite flavour,1,0,I bought this 3 days ago and just bought a second tub! Its absolutely perfect. I love the salty swirls and the brownies are soft and delicious. Please keep this flavour!;;;
Netflix & Chill'd,TJSmith,2020-06-09,1,Not good.,3,3,The peanut butter ice cream was chalky and salty. The brownies were made with a very bitter chocolate. The pretzels were in a mushy mass and did not look appetizing. This was probably the only B&J ice cream I have not liked.;;;
"Netflix & Chill'd,suzi,2020-06-22,1,""Not very good, sorry"",3,6,""I am a fan of peanut butter cup and cookie dough, and birthday cake. But I think this one is too much. A simple peanut butter flavor with brownies and why not bananas would have been enough. Why the """"pretzels""""? It tasted like uncooked dough. at least put real pieces of mini crunchy pretzel. I'm even surprised netflix associated their name to this ice cream :(""";;;
"Netflix & Chill'd,Katty1002,2020-06-10,5,Best Ice Cream Flavor!,1,0,""Just tried this flavor and it’s officially my favorite! Perfect balance of sweet, salty and savory. The little bits of fudge are also SOOOOOOO GOOD! Can’t get enough""";;;
"Netflix & Chill'd,Weimerallie,2020-03-19,1,Soooo Salty. Yuck,10,20,""Not a fan of this flavor at all. Seemed to have the makings of an awesome icecream with all sweet and salty components, however, the pretzel swirls were so salty it made me gag. 0/10 would not recommend""";;;
"Netflix & Chill'd,SteveInChCh,2020-06-21,1,One of the worst tastes ever,5,6,""I really enjoy different ice cream flavors, but this is just disgusting.""";;;
"Netflix & Chill'd,ogremach,2020-04-24,3,""great flavor, gritty texture"",1,1,""Looked high and low for the new flavor and was excited to try (peanut butter is my favorite). The flavor of the peanut butter ice cream was not overpowering as I was concerned, but pleasant. I was disturbed by the texture of the ice cream. It felt gritty and the brownie batter swirl had a taste like chocolate, but was the consistency of taffy. Not my favorite flavor.""";;;
"Netflix & Chill'd,dino19,2020-07-10,1,Not my favorite flavor :(,1,1,""I’m eating this now, and it’s getting harder and harder to eat. The pretzel swirls are strangely too salty and the brownie pieces are too mushy. The peanut butter ice cream is okay. The combination of everything together just doesn’t work for me. Maybe it needs some texture? Some crunch? I still love you, Ben & Jerry’s!! I’ll stick to Phish Food and Gimme S’more.""";;;
Netflix & Chill'd,Shar,2020-03-29,5,Great!,1,0,Amazing flavors and amazing taste. One of my top 3.;;;
"Netflix & Chill'd,RedCoyote,2020-04-29,2,Salt Explosion,2,3,""If you, like a horse, enjoy licking salt... than this is the ice cream for you. I really wish that the brownie parts were bigger and more brownie like. Also the pretzel dough bites are more like bits of playdough when it comes to flavor, and the added saltiness. Good Idea on paper, not so much in taste.""";;;
"Netflix & Chill'd,Sammy,2020-06-24,1,Nope,3,3,""How did Netflix approve this flavour? It’s been in my freezer for days, which never happens :/""";;;
"Netflix & Chill'd,,2020-04-11,5,Honestly,0,0,""I bought this for the first time a few months ago, and wow. I was floored. This icecream is the most perfect balance of flavours ive ever experienced in a BJ pint. It is salty and sweet, but not too sweet as I find many BJ flavors, and not too salty.""";;;
"Netflix & Chill'd,RoyK,2020-04-23,1,Anticlimactic,3,6,""I was excited to buy this flavor but was quickly disappointed. To me the brownies tasted of rye bread, the ice cream was gritty (not in a good way, either). There was flavor of pretzel but I saw no pieces. I will probably go back to Phish Food next time.""";;;
"Netflix & Chill'd,Sydsscoops,2020-05-27,3,Great concept that needs some tweaking in the lab,1,1,""I wanted to love this flavor. What’s not to like? Peanut butter ice cream with pretzel swirls and brownie pieces—should be a hit. It is not. First, the peanut butter ice cream is WAY too salty. I agree some salt is needed to offset what could otherwise be a cloyingly sweet peanut butter flavor, but this kills any semblance of peanut butter flavor and is unnecessary given the pretzel swirls. Second, why pretzel swirls and not pieces or chunks? The swirls are weirdly soft and barely evoke the sense of eating a pretzel. Finally, the brownie chunks were just weird. They are the same ones as in Half Baked, where they work beautifully. Here, I respect the need to bring in a chocolate component with a peanut butter base, that’s a no-brainer. But why not go with fudge chunks or chips? The brownies brought no flavor to this pint and certainly did not help on texture. A slight re-tooling of the flavors and components would probably make this the ice cream dream the description promised.""";;;
Netflix & Chill'd,Markhardman,2020-03-29,1,To much salt nasty,6,11,Tried it for the 1st time wont ever buy agian way to salty.;;;
"Netflix & Chill'd,,2020-05-12,2,A true review,2,5,""This is probably one of the worst Ben and Jerry ice cream I’ve ever had. I love Ben and Jerry I’ve cream, but this one is just plain bad.""";;;
"Netflix & Chill'd,rayray96,2020-04-09,5,I am building a shrine to this flavor,1,0,""Okay, so when I saw this flavor first advertised I was out of my mind excited. I love peanut butter. I love brownies. And I love pretzels. But when I finally tracked it down in stores, I was disappointed because it wasn’t what I was expecting it to be. (Also, it melted a lot on the way home that day.)""";;;
"Netflix & Chill'd,Lexi143,2020-07-28,3,It's Okay...,0,0,""This flavor has such a fun name and sounded amazing, so I recently purchased it. It's not bad by any means, but I found myself wishing there was more sweetness and/or chocolate throughout it. I found the peanut butter and pretzel combo made it a bit on the saltier side, and it would have been nice to have some additional sweetness (like a caramel swirl or chocolate ice cream mixed in) to balance it out a bit more.""";;;
Netflix & Chill'd,Not Tryna be a Karen,2020-07-21,3,Missing the mark.,0,0,I love the peanut butter ice cream base. Very delicious and unexpected.;;;
Netflix & Chill'd,Lukas,2020-06-10,1,Worst flavor I’ve had,2,2,Probably the worst B&J’s flavor I’ve ever tried. What a waste of calories;;;
"Netflix & Chill'd,Hdg3327,2020-06-19,5,This ice cream is the chip!,0,0,""Bought this as soon as I saw it in store last week. If you don't like sweet and salty stuff, this is not for you. As other reviewers said: I enjoy the milk chocolate, lighter, ice cream with chocolate chunks. The """"chips"""" come in little balls and are surprisingly cripsy and chip tasting. I hope they add these as a permanent flavor! The people who don't like it probably also don't like pineapple on pizza ..""";;;
"Netflix & Chill'd,rayelle,2020-05-15,2,Intense,1,1,""The peanut butter flavor was overwhelming to me and the salty pretzel swirl just layered on the intensity. However, i feel if there were more brownies throughout it would balance out. They all seemed to be clumped into the bottom of mine.""";;;
"Netflix & Chill'd,Sebs2020,2020-06-11,5,Great Combination and Interesting Textures,0,0,""This has been my go-to flavor for the past month. The flavors go together really well, finding a perfect balance between the peanut butter, the pretzels and the fudge brownies. Another great thing about this flavor is the texture that it has which is pretty unique. Every bite you'll find a juxtaposition of the grainy pretzels and soft fudge swirls,. A truly delightful experience for the tastebuds!""";;;
"Netflix & Chill'd,AngelinaNotAngie,2020-06-11,5,Netflix and Chill’d is my new favorite flavor,0,0,""It’s so good. The brownies are legitimately delicious as brownies, not brown blobs like other brands. The peanut butter ice cream and pretzel streak compliment each other. So good. I might give in and have it for breakfast today...""";;;
Netflix & Chill'd,bananni,2020-03-07,4,Great PB Flavor!,1,1,Everything about this ice cream is amazing...except the brownies. They remind me of the cheap cosmic brownies you can get at the grocery store. The pretzel swirls are so tasty with them PB ice cream though!;;;
"Netflix & Chill'd,Ukiwi78,2020-07-07,1,High Expectations Not Meet,1,1,""Hard to go wrong with ice cream, peanut butter, pretzel and cookies. Somehow this does!""";;;
Netflix & Chill'd,jwl2020,2020-05-13,5,May be my new favourite,0,0,This... is so good! I think its a perfect combo of salty and sweet; Didn't think I was too much of a peanut butter fan but this tastes so good honestly. I think it might beat Baked Alaska as my new favourite! PLS PLS PLS don't get rid of this flavour I know it's probably a limited edition or something but just rename it to something else without the Netflix.;;
Netflix & Chill'd,Lindseysprout,2020-08-04,1,Too salty,1,1,I am a life long fan of Ben & Jerry's and love most so flavors. This is the only one that I could not eat. I had to throw it out. The main problem was that it was way too salty.;;;
"Netflix & Chill'd,dubweisser,2020-05-14,5,""Love it! However, weird question..."",0,0,The flavors and textures work beautifully together. This is an extremely satisfying ice cream for my palette.";;;
"Netflix & Chill'd,ReganRex,2020-05-26,1,What the heck were they thinking!?,1,6,""This is a terrible """"ice cream"""" - I opened the pint, ate the bit stuck to the top of the lid and gagged so hard. How do you make peanut butter ice cream tasted like crushed hopes and dreams!? I'm so irrationally angry at this pint of ice cream I may never buy B&J's again... The only flavor I ever loved anyway was the creme brulee...""";;;
"Netflix & Chill'd,Sleas_az,2020-09-21,2,Meh...,0,0,""I do KETO and this was my treat for my carb load day and I have to agree with another review that the pretzel pieces reminded me of eating sand...or KETO almond flour. Lol Alzo the brownie portion was sticky so it kept sticking to my teeth in am awkward way. Def not my fav flavor, sorry.""";;;
Netflix & Chill'd,NicM,2020-07-15,1,WAY too salty!!,1,1,I only had one piece of fudge and no pretzel bits! It was just pretzel crumbs & salt chunks in the middle. Sooooo dissappointed. :(;;;
Netflix & Chill'd,Geo85,2020-08-18,1,Flavor= Salt,1,1,Salt poured onto gross flavorless ice cream ... seriously not much else to say. Waste of money. Please go with other flavors.;;;
"Netflix & Chill'd,jaylene,2020-08-22,5,New Favorite B&J Flavor!,0,0,""Can we take a moment to appreciate the delicious pretzel swirl in this, I need that in all my ice cream now! Such a great combination of flavors, the peanut butter ice cream is spot on and how Ben and Jerry's keeps their brownies so soft and fudgy is a miracle in itself. Love this flavor, so happy it looks like it will be a permanent flavor to the line!""";;;
"Netflix & Chill'd,elliot01,2020-05-17,2,too much salt,1,1,""About every few bites, there is a clump of salt that tastes disgusting and feel likes you're biting sand.""";;;
"Netflix & Chill'd,BoogieBoo,2020-02-05,5,Hooked,1,1,""I think I have a new favorite flavor. If they continue to make this flavor, I'm sure to get more!""";;;
"Netflix & Chill'd,Lunalillia,2020-06-20,5,BEST ICE CREAM I HAVE EVER HAD,0,0,""I am writing this while eating my favorite ice-cream ever ! Honestly, i've discovered it during quarantine because i could not find my flavor at the grocery store. Sweet and yet salty";" mix of texture really i am obessed and you should definitely trying ! This is my first time writing a review for something but really it is so wooooorthy !""";;
"Netflix & Chill'd,eliz13413,2020-06-13,4,""Very tasty, however..."",0,0,""I LOVE anything with peanut butter and pretzels, and this point delivers that in an excellent way. I don't care for the brownien pieces, however. They're too big and don't taste very good. I think small pieces of chocolate fudge would work a lot better. This will not stop me from buying more of this flavor, though, that is for sure!""";;;
"Netflix & Chill'd,Andrew1989,2020-09-20,1,Tastes like salty nutty sand,0,0,""I don't know if it was just my pint, but the chunks of pretzels were so small it was like eating sand that stuck to my teeth. I got this pint because I couldn't find my original pint Justice remixed anywhere, and I really regret it.""";;;
Netflix & Chill'd,Bmp87,2020-04-27,3,Meh,1,3,Was so excited about thia flavor. The peanut butter ice cream and pretzel swirl is bomb but my pint had 0 brownies!!! They need to rethink the final product. Its lack lust.;;;
"Netflix & Chill'd,YouAreSalty,2020-06-19,5,It’s not salty bro!,0,0,""I’m not a big peanut butter and chocolate fan BUT The peanut butter is so subtle in this icecream and with the pretzels it creates a dream and balances out the brownies. It’s amazing, I thought the tonight dough is my favourite but this is giving it a run for its money in my favourites""";;;
Netflix & Chill'd,Bambooninja,2020-06-11,4,Wonderful peanut butter flavor,0,0,I bought this to complement some chocolate cake. The peanut butter flavor is fabulous. The salt from the pretzel enhances the flavor. I'm on the fence about the brownie because I found it a bit gooey. Brownies are a good idea but maybe make them smaller and more chewy.;;;
"Netflix & Chill'd,SweetNSalty,2020-09-01,5,Great Taste!,0,0,""I've seen a few people complain about the saltiness. Pretzels are salty and it might not be the flavor for you. However, to those of us who love pretzels, peanut butter, and brownies: This is a GREAT flavor for those of us who like the sweet and salty mix of flavors!""";;;
"Netflix & Chill'd,22snew,2020-02-29,5,Netflix n chilled,0,0,""THIS IS THE BEST FLAVOR EVER!!!! this flavor has been available for less than a week and my roommates and I have already bought 5 (yes you heard that right, 5!) pints!! The perfect blend of flavors. I hope this is a flavor for as long as I live! By far the best!""";;;
"Netflix & Chill'd,Thebandits,2020-05-19,5,Gave my husband a sweet tooth.,0,0,""Delicious sweet-salty flavour is our household favourite. My husband doesn’t usually eat dessert and the first tub we bought, I had a single, humble scoop, only to find out the next evening that he had finished the pot. I wish I had a bigger freezer.""";;;
"Netflix & Chill'd,,2020-08-31,4,I've Bought it Three Times,0,0,""Peanut butter and then the juxtaposition of the salt in the pretzels. So...read the review title and that's pretty much all. I watch movies with it, usually documentaries, dark comedies, or something uber tacky and sentimental like """"Dumb and Dumber.""""""";;;
"Netflix & Chill'd,Debra8308,2020-08-10,5,Simply amazzzin,0,0,""This ice cream is the perfect balance of different flavors all in one! I just can not get enough. Just when I think I have had enough I gotta keep going back to get more of that flavor explosion! Great job, please please don’t ever stop making it!!""";;;
Netflix & Chill'd,Cas4,2020-06-08,5,Best flavor of all time,0,0,If they get rid of this flavor I’ll literally sob! It’s the best one they’ve ever made! I’m not an ice cream person but bought one out of sheer curiosity and I can’t stop. It’s perfectly salty and sweet! Hands down the best ice cream I’ve ever had!;;;
"Netflix & Chill'd,givemethecream007,2020-05-07,4,Golden ratio ice cream,0,0,""The peanut butter ice cream is deliciously rich and creamy. The brownie swirls are gooey and proportional with every bite, which pairs so well with the ice cream. The pretzels add an awesome touch to a balanced sweetness, salty and not too crunchy.""";;;
"Netflix & Chill'd,IceCreamLovinBaddie94,2020-07-03,5,So creamy and great flavours!,0,0,""Absolutely love it, the peanut butter ice cream is amazing- such great flavour and texture and the rich brownie just cuts through the thick peanut butter taste SO WELL. Absolutely love this flavour, they have again delivered a master piece""";;;
Netflix & Chill'd,TommyG,2020-08-05,3,Interesting blend of flavors,0,0,The Peanut Butter flavor is very good although the fudge seems out of place and rubbery. The salted pretzel is a nice compliment to the PB but the overall blend of flavors reminds me of a PB&J sandwich. OK but not amazing.;;;
Netflix & Chill'd,sarah123,2020-06-11,5,MY MOST FAVORITE ICE CREAM IN THE WORLD,0,0,I love this ice cream and the pretzel swirl is my favorite thing. I've been waiting for B&Js to come back with this flavor. I like how salty it is. I've bought many to make sure I am stocked up. Please keep this flavor!;;;
Netflix & Chill'd,Bloomable,2020-06-07,5,It’s just Amazing,0,0,This ice cream is so delicious. As soon as I tasted it I knew it would be a regular in my ice cream rotation. It’s the perfect mixture of salty and sweet and the flavors are just balanced really well. Highly recommend.;;;
Netflix & Chill'd,haley123,2020-08-25,4,SO good,0,0,Sunday cheat night arrived and I already knew exactly what I was gonna do with it. This ice cream is delicious - the only reason I gave it four stars instead of five is because I wish it had more pretzels/saltiness.;;;
"Netflix & Chill'd,BreG,2020-08-07,2,Where’s the Brownie?!?!,0,0,""Love the peanut butter flavour and the sweet and salty preztel swirls. Great for peanut butter lovers! However, I was disappointed that my pint did not have a single brownie bit, as mentioned in the description.""";;;
Netflix & Chill'd,Goon Squad,2020-05-27,5,Best flavor of all time,0,0,I truly haven’t ever had an ice cream I like as much as this one. It’s creamy and has hunks of fudgey brownie with the salty peanut butter and pretzel pieces. I’m obsessed and I request a lifetime supply.;;;
"Netflix & Chill'd,kw81,2020-04-02,5,Great for PB lovers,0,0,""I got a pint a few weeks ago and was blown away. For the first time, I found an ice cream with a decent peanut butter flavor. The salty pretzel swirl adds a nice little flavor boost. I need more!""";;;
"Netflix & Chill'd,rstap,2020-08-23,5,This stuff is bomb!,0,0,""I didn’t think I would even like peanut butter ice cream and now this is one of my all time favorites!! I love the bit of saltiness and the brownie chunks are so soft. Oh man, it’s so dang gooooood.""";;;
